,,,Actual,Predicted
Gold,Values,38,6.0,6.0
Gold,Values,39,14.0,3.0
Gold,Values,40,5.0,7.0
Gold,Values,41,5.0,2.0
Gold,Values,42,4.0,2.0
Gold,Values,43,11.0,2.0
Gold,Values,44,6.0,0.0
Gold,Values,45,4.0,0.0
Gold,Values,46,4.0,0.0
Gold,Values,47,3.0,1.0
Gold,Values,48,2.0,0.0
Gold,Values,49,2.0,1.0
Gold,Edges,0,-8.931649292078632,-7.465976740484303
Gold,Edges,1,-8.802053013400576,-7.368084986560088
Gold,Edges,2,-8.672456734722518,-7.270193232635874
Gold,Edges,3,-8.542860456044462,-7.172301478711661
Gold,Edges,4,-8.413264177366404,-7.074409724787446
Gold,Edges,5,-8.283667898688348,-6.976517970863232
Gold,Edges,6,-8.154071620010292,-6.8786262169390175
Gold,Edges,7,-8.024475341332234,-6.780734463014803
Gold,Edges,8,-7.894879062654178,-6.68284270909059
Gold,Edges,9,-7.765282783976121,-6.584950955166375
Gold,Edges,10,-7.6356865052980645,-6.487059201242161
Gold,Edges,11,-7.506090226620008,-6.389167447317947
Gold,Edges,12,-7.376493947941951,-6.291275693393732
Gold,Edges,13,-7.246897669263895,-6.193383939469519
Gold,Edges,14,-7.117301390585837,-6.095492185545305
Gold,Edges,15,-6.987705111907781,-5.99760043162109
Gold,Edges,16,-6.858108833229724,-5.899708677696876
Gold,Edges,17,-6.728512554551667,-5.8018169237726624
Gold,Edges,18,-6.598916275873611,-5.703925169848448
Gold,Edges,19,-6.469319997195553,-5.606033415924234
Gold,Edges,20,-6.339723718517497,-5.508141662000019
Gold,Edges,21,-6.21012743983944,-5.410249908075805
Gold,Edges,22,-6.0805311611613835,-5.312358154151591
Gold,Edges,23,-5.9509348824833275,-5.214466400227376
Gold,Edges,24,-5.82133860380527,-5.116574646303163
Gold,Edges,25,-5.691742325127214,-5.018682892378949
Gold,Edges,26,-5.562146046449157,-4.920791138454735
Gold,Edges,27,-5.4325497677711,-4.822899384530521
Gold,Edges,28,-5.302953489093043,-4.7250076306063065
Gold,Edges,29,-5.173357210414986,-4.627115876682092
Gold,Edges,30,-5.04376093173693,-4.529224122757878
Gold,Edges,31,-4.914164653058873,-4.431332368833663
Gold,Edges,32,-4.784568374380816,-4.333440614909449
Gold,Edges,33,-4.654972095702759,-4.235548860985235
Gold,Edges,34,-4.5253758170247025,-4.137657107061021
Gold,Edges,35,-4.3957795383466465,-4.039765353136807
Gold,Edges,36,-4.26618325966859,-3.941873599212593
Gold,Edges,37,-4.136586980990533,-3.8439818452883787
Gold,Edges,38,-4.006990702312476,-3.7460900913641644
Gold,Edges,39,-3.877394423634419,-3.6481983374399505
Gold,Edges,40,-3.747798144956363,-3.550306583515736
Gold,Edges,41,-3.618201866278306,-3.452414829591522
Gold,Edges,42,-3.488605587600249,-3.3545230756673083
Gold,Edges,43,-3.359009308922192,-3.256631321743094
Gold,Edges,44,-3.2294130302441353,-3.1587395678188797
Gold,Edges,45,-3.0998167515660784,-3.0608478138946653
Gold,Edges,46,-2.9702204728880224,-2.962956059970451
Gold,Edges,47,-2.8406241942099655,-2.8650643060462375
Gold,Edges,48,-2.7110279155319086,-2.767172552122023
Gold,Edges,49,-2.5814316368538517,-2.669280798197809
Gold,Edges,50,-2.4518353581757957,-2.571389044273594
Lead,Values,0,1.0,1.0
Lead,Values,1,0.0,0.0
Lead,Values,2,1.0,0.0
Lead,Values,3,0.0,0.0
Lead,Values,4,0.0,0.0
Lead,Values,5,0.0,0.0
Lead,Values,6,2.0,0.0
Lead,Values,7,1.0,0.0
Lead,Values,8,0.0,0.0
Lead,Values,9,0.0,0.0
Lead,Values,10,0.0,0.0
Lead,Values,11,0.0,0.0
Lead,Values,12,0.0,0.0
Lead,Values,13,0.0,0.0
Lead,Values,14,0.0,2.0
Lead,Values,15,2.0,2.0
Lead,Values,16,0.0,0.0
Lead,Values,17,1.0,0.0
Lead,Values,18,1.0,1.0
Lead,Values,19,1.0,1.0
Lead,Values,20,1.0,1.0
Lead,Values,21,1.0,0.0
Lead,Values,22,1.0,0.0
Lead,Values,23,2.0,1.0
Lead,Values,24,0.0,2.0
Lead,Values,25,0.0,1.0
Lead,Values,26,0.0,0.0
Lead,Values,27,2.0,1.0
Lead,Values,28,1.0,1.0
Lead,Values,29,1.0,1.0
Lead,Values,30,1.0,1.0
Lead,Values,31,0.0,0.0
Lead,Values,32,0.0,0.0
Lead,Values,33,0.0,1.0
Lead,Values,34,1.0,0.0
Lead,Values,35,1.0,1.0
Lead,Values,36,0.0,0.0
Lead,Values,37,0.0,0.0
Lead,Values,38,0.0,0.0
Lead,Values,39,0.0,0.0
Lead,Values,40,0.0,1.0
Lead,Values,41,0.0,0.0
Lead,Values,42,0.0,0.0
Lead,Values,43,1.0,1.0
Lead,Values,44,0.0,3.0
Lead,Values,45,1.0,0.0
Lead,Values,46,0.0,1.0
Lead,Values,47,0.0,1.0
Lead,Values,48,0.0,0.0
Lead,Values,49,2.0,1.0
Lead,Edges,0,-7.945720969604703,-7.865237194921797
Lead,Edges,1,-7.874631039461465,-7.810739333186405
Lead,Edges,2,-7.803541109318227,-7.756241471451013
Lead,Edges,3,-7.73245117917499,-7.701743609715621
Lead,Edges,4,-7.661361249031752,-7.647245747980228
Lead,Edges,5,-7.590271318888514,-7.592747886244835
Lead,Edges,6,-7.519181388745276,-7.538250024509443
Lead,Edges,7,-7.448091458602038,-7.483752162774051
Lead,Edges,8,-7.3770015284588,-7.429254301038658
Lead,Edges,9,-7.3059115983155625,-7.374756439303265
Lead,Edges,10,-7.234821668172325,-7.3202585775678735
Lead,Edges,11,-7.163731738029087,-7.2657607158324815
Lead,Edges,12,-7.092641807885849,-7.211262854097089
Lead,Edges,13,-7.021551877742612,-7.156764992361696
Lead,Edges,14,-6.950461947599374,-7.102267130626304
Lead,Edges,15,-6.879372017456136,-7.047769268890912
Lead,Edges,16,-6.808282087312898,-6.993271407155519
Lead,Edges,17,-6.737192157169661,-6.938773545420126
Lead,Edges,18,-6.666102227026423,-6.884275683684734
Lead,Edges,19,-6.595012296883185,-6.829777821949342
Lead,Edges,20,-6.5239223667399475,-6.7752799602139495
Lead,Edges,21,-6.452832436596709,-6.720782098478557
Lead,Edges,22,-6.381742506453471,-6.666284236743165
Lead,Edges,23,-6.3106525763102335,-6.611786375007773
Lead,Edges,24,-6.239562646166996,-6.55728851327238
Lead,Edges,25,-6.168472716023758,-6.502790651536987
Lead,Edges,26,-6.09738278588052,-6.448292789801595
Lead,Edges,27,-6.026292855737283,-6.393794928066203
Lead,Edges,28,-5.955202925594045,-6.33929706633081
Lead,Edges,29,-5.884112995450806,-6.2847992045954175
Lead,Edges,30,-5.8130230653075685,-6.230301342860026
Lead,Edges,31,-5.741933135164331,-6.175803481124634
Lead,Edges,32,-5.670843205021093,-6.121305619389241
Lead,Edges,33,-5.599753274877855,-6.066807757653848
Lead,Edges,34,-5.528663344734618,-6.012309895918456
Lead,Edges,35,-5.45757341459138,-5.957812034183064
Lead,Edges,36,-5.386483484448142,-5.903314172447671
Lead,Edges,37,-5.3153935543049045,-5.848816310712278
Lead,Edges,38,-5.244303624161667,-5.794318448976886
Lead,Edges,39,-5.173213694018429,-5.7398205872414945
Lead,Edges,40,-5.102123763875191,-5.685322725506102
Lead,Edges,41,-5.031033833731954,-5.630824863770709
Lead,Edges,42,-4.959943903588716,-5.576327002035317
Lead,Edges,43,-4.888853973445478,-5.521829140299925
Lead,Edges,44,-4.81776404330224,-5.467331278564532
Lead,Edges,45,-4.746674113159003,-5.412833416829139
Lead,Edges,46,-4.675584183015765,-5.358335555093747
Lead,Edges,47,-4.604494252872527,-5.303837693358355
Lead,Edges,48,-4.533404322729289,-5.2493398316229625
Lead,Edges,49,-4.462314392586051,-5.19484196988757
Lead,Edges,50,-4.391224462442813,-5.140344108152178
Molybdenum,Values,0,1.0,1.0
Molybdenum,Values,1,0.0,0.0
Molybdenum,Values,2,0.0,0.0
Molybdenum,Values,3,0.0,0.0
Molybdenum,Values,4,0.0,0.0
Molybdenum,Values,5,0.0,0.0
Molybdenum,Values,6,0.0,1.0
Molybdenum,Values,7,0.0,0.0
Molybdenum,Values,8,0.0,0.0
Molybdenum,Values,9,0.0,0.0
Molybdenum,Values,10,0.0,1.0
Molybdenum,Values,11,0.0,0.0
Molybdenum,Values,12,1.0,0.0
Molybdenum,Values,13,0.0,0.0
Molybdenum,Values,14,0.0,0.0
Molybdenum,Values,15,0.0,0.0
Molybdenum,Values,16,0.0,0.0
Molybdenum,Values,17,0.0,0.0
Molybdenum,Values,18,0.0,0.0
Molybdenum,Values,19,0.0,0.0
Molybdenum,Values,20,0.0,0.0
Molybdenum,Values,21,0.0,0.0
Molybdenum,Values,22,0.0,0.0
Molybdenum,Values,23,0.0,0.0
Molybdenum,Values,24,0.0,0.0
Molybdenum,Values,25,0.0,0.0
Molybdenum,Values,26,0.0,0.0
Molybdenum,Values,27,0.0,0.0
Molybdenum,Values,28,1.0,1.0
Molybdenum,Values,29,0.0,0.0
Molybdenum,Values,30,0.0,0.0
Molybdenum,Values,31,0.0,0.0
Molybdenum,Values,32,0.0,0.0
Molybdenum,Values,33,0.0,0.0
Molybdenum,Values,34,0.0,0.0
Molybdenum,Values,35,0.0,0.0
Molybdenum,Values,36,0.0,0.0
Molybdenum,Values,37,0.0,0.0
Molybdenum,Values,38,0.0,0.0
Molybdenum,Values,39,0.0,0.0
Molybdenum,Values,40,1.0,0.0
Molybdenum,Values,41,0.0,0.0
Molybdenum,Values,42,0.0,0.0
Molybdenum,Values,43,0.0,0.0
Molybdenum,Values,44,0.0,0.0
Molybdenum,Values,45,0.0,0.0
Molybdenum,Values,46,0.0,0.0
Molybdenum,Values,47,0.0,0.0
Molybdenum,Values,48,0.0,0.0
Molybdenum,Values,49,1.0,1.0
Molybdenum,Edges,0,-8.501215157845657,-6.939486698695503
Molybdenum,Edges,1,-8.450028521766608,-6.8904684038848
Molybdenum,Edges,2,-8.398841885687558,-6.8414501090740965
Molybdenum,Edges,3,-8.34765524960851,-6.792431814263393
Molybdenum,Edges,4,-8.29646861352946,-6.74341351945269
Molybdenum,Edges,5,-8.24528197745041,-6.694395224641987
Molybdenum,Edges,6,-8.19409534137136,-6.645376929831284
Molybdenum,Edges,7,-8.142908705292312,-6.5963586350205805
Molybdenum,Edges,8,-8.091722069213263,-6.547340340209877
Molybdenum,Edges,9,-8.040535433134213,-6.498322045399174
Molybdenum,Edges,10,-7.989348797055165,-6.449303750588471
Molybdenum,Edges,11,-7.938162160976115,-6.400285455777768
Molybdenum,Edges,12,-7.886975524897066,-6.351267160967065
Molybdenum,Edges,13,-7.8357888888180165,-6.302248866156361
Molybdenum,Edges,14,-7.784602252738967,-6.253230571345658
Molybdenum,Edges,15,-7.733415616659918,-6.204212276534955
Molybdenum,Edges,16,-7.682228980580868,-6.155193981724252
Molybdenum,Edges,17,-7.63104234450182,-6.106175686913549
Molybdenum,Edges,18,-7.5798557084227705,-6.057157392102845
Molybdenum,Edges,19,-7.528669072343721,-6.008139097292142
Molybdenum,Edges,20,-7.477482436264672,-5.95912080248144
Molybdenum,Edges,21,-7.426295800185622,-5.910102507670736
Molybdenum,Edges,22,-7.375109164106574,-5.861084212860034
Molybdenum,Edges,23,-7.3239225280275235,-5.8120659180493295
Molybdenum,Edges,24,-7.272735891948475,-5.763047623238627
Molybdenum,Edges,25,-7.221549255869426,-5.714029328427923
Molybdenum,Edges,26,-7.170362619790376,-5.665011033617221
Molybdenum,Edges,27,-7.119175983711327,-5.615992738806518
Molybdenum,Edges,28,-7.0679893476322775,-5.566974443995814
Molybdenum,Edges,29,-7.016802711553229,-5.517956149185111
Molybdenum,Edges,30,-6.96561607547418,-5.468937854374408
Molybdenum,Edges,31,-6.91442943939513,-5.419919559563705
Molybdenum,Edges,32,-6.863242803316081,-5.370901264753002
Molybdenum,Edges,33,-6.8120561672370314,-5.3218829699422985
Molybdenum,Edges,34,-6.760869531157982,-5.272864675131595
Molybdenum,Edges,35,-6.709682895078933,-5.223846380320892
Molybdenum,Edges,36,-6.658496258999884,-5.174828085510189
Molybdenum,Edges,37,-6.607309622920835,-5.125809790699486
Molybdenum,Edges,38,-6.556122986841785,-5.0767914958887825
Molybdenum,Edges,39,-6.504936350762736,-5.027773201078079
Molybdenum,Edges,40,-6.453749714683687,-4.978754906267376
Molybdenum,Edges,41,-6.402563078604638,-4.929736611456673
Molybdenum,Edges,42,-6.351376442525588,-4.88071831664597
Molybdenum,Edges,43,-6.300189806446539,-4.831700021835267
Molybdenum,Edges,44,-6.24900317036749,-4.782681727024563
Molybdenum,Edges,45,-6.197816534288441,-4.73366343221386
Molybdenum,Edges,46,-6.146629898209391,-4.684645137403157
Molybdenum,Edges,47,-6.095443262130342,-4.635626842592454
Molybdenum,Edges,48,-6.044256626051293,-4.586608547781751
Molybdenum,Edges,49,-5.993069989972243,-4.5375902529710475
Molybdenum,Edges,50,-5.9418833538931946,-4.488571958160344
Nickel,Values,0,1.0,1.0
Nickel,Values,1,0.0,0.0
Nickel,Values,2,0.0,1.0
Nickel,Values,3,0.0,0.0
Nickel,Values,4,0.0,0.0
Nickel,Values,5,0.0,0.0
Nickel,Values,6,0.0,1.0
Nickel,Values,7,0.0,0.0
Nickel,Values,8,0.0,0.0
Nickel,Values,9,1.0,1.0
Nickel,Values,10,0.0,0.0
Nickel,Values,11,0.0,0.0
Nickel,Values,12,0.0,0.0
Nickel,Values,13,0.0,1.0
Nickel,Values,14,0.0,1.0
Nickel,Values,15,0.0,1.0
Nickel,Values,16,0.0,0.0
Nickel,Values,17,0.0,0.0
Nickel,Values,18,0.0,0.0
Nickel,Values,19,1.0,1.0
Nickel,Values,20,1.0,2.0
Nickel,Values,21,1.0,2.0
Nickel,Values,22,2.0,1.0
Nickel,Values,23,1.0,3.0
Nickel,Values,24,0.0,1.0
Nickel,Values,25,1.0,0.0
Nickel,Values,26,2.0,2.0
Nickel,Values,27,1.0,1.0
Nickel,Values,28,0.0,3.0
Nickel,Values,29,2.0,3.0
Nickel,Values,30,1.0,1.0
Nickel,Values,31,2.0,4.0
Nickel,Values,32,4.0,2.0
Nickel,Values,33,3.0,3.0
Nickel,Values,34,1.0,0.0
Nickel,Values,35,1.0,0.0
Nickel,Values,36,1.0,2.0
Nickel,Values,37,1.0,1.0
Nickel,Values,38,3.0,1.0
Nickel,Values,39,3.0,1.0
Nickel,Values,40,3.0,0.0
Nickel,Values,41,1.0,1.0
Nickel,Values,42,1.0,1.0
Nickel,Values,43,1.0,0.0
Nickel,Values,44,1.0,1.0
Nickel,Values,45,0.0,0.0
Nickel,Values,46,1.0,0.0
Nickel,Values,47,1.0,0.0
Nickel,Values,48,0.0,0.0
Nickel,Values,49,2.0,1.0
Nickel,Edges,0,-8.39852344142346,-6.7909777765716095
Nickel,Edges,1,-8.295504101176256,-6.721699671899743
Nickel,Edges,2,-8.192484760929052,-6.652421567227876
Nickel,Edges,3,-8.089465420681847,-6.583143462556009
Nickel,Edges,4,-7.986446080434644,-6.513865357884143
Nickel,Edges,5,-7.883426740187439,-6.444587253212276
Nickel,Edges,6,-7.780407399940236,-6.375309148540409
Nickel,Edges,7,-7.6773880596930315,-6.3060310438685425
Nickel,Edges,8,-7.574368719445827,-6.236752939196676
Nickel,Edges,9,-7.471349379198623,-6.167474834524809
Nickel,Edges,10,-7.368330038951419,-6.098196729852942
Nickel,Edges,11,-7.265310698704215,-6.028918625181076
Nickel,Edges,12,-7.162291358457011,-5.959640520509209
Nickel,Edges,13,-7.059272018209807,-5.890362415837342
Nickel,Edges,14,-6.956252677962603,-5.8210843111654755
Nickel,Edges,15,-6.853233337715398,-5.751806206493608
Nickel,Edges,16,-6.750213997468194,-5.682528101821742
Nickel,Edges,17,-6.64719465722099,-5.613249997149875
Nickel,Edges,18,-6.544175316973786,-5.543971892478009
Nickel,Edges,19,-6.441155976726582,-5.4746937878061415
Nickel,Edges,20,-6.338136636479378,-5.405415683134275
Nickel,Edges,21,-6.235117296232174,-5.3361375784624085
Nickel,Edges,22,-6.132097955984969,-5.266859473790541
Nickel,Edges,23,-6.029078615737765,-5.197581369118675
Nickel,Edges,24,-5.926059275490561,-5.128303264446808
Nickel,Edges,25,-5.823039935243357,-5.059025159774942
Nickel,Edges,26,-5.720020594996154,-4.9897470551030745
Nickel,Edges,27,-5.617001254748949,-4.920468950431208
Nickel,Edges,28,-5.513981914501745,-4.851190845759342
Nickel,Edges,29,-5.41096257425454,-4.781912741087474
Nickel,Edges,30,-5.307943234007336,-4.712634636415608
Nickel,Edges,31,-5.204923893760132,-4.643356531743741
Nickel,Edges,32,-5.101904553512928,-4.574078427071875
Nickel,Edges,33,-4.998885213265725,-4.5048003224000075
Nickel,Edges,34,-4.89586587301852,-4.435522217728141
Nickel,Edges,35,-4.792846532771316,-4.366244113056274
Nickel,Edges,36,-4.6898271925241115,-4.296966008384407
