,,,Historical,Simulated
Gold,Edges,28,1.652858180510481,1.652858180510481
Gold,Edges,29,1.7118888298144266,1.7118888298144266
Gold,Edges,30,1.7709194791183724,1.7709194791183724
Gold,Edges,31,1.8299501284223183,1.8299501284223183
Gold,Edges,32,1.888980777726264,1.888980777726264
Gold,Edges,33,1.9480114270302096,1.9480114270302096
Gold,Edges,34,2.007042076334155,2.007042076334155
Gold,Edges,35,2.0660727256381013,2.0660727256381013
Gold,Edges,36,2.125103374942047,2.125103374942047
Gold,Edges,37,2.1841340242459926,2.1841340242459926
Gold,Edges,38,2.2431646735499386,2.2431646735499386
Gold,Edges,39,2.3021953228538843,2.3021953228538843
Lead,Values,0,1.0,0.0
Lead,Values,1,0.0,0.0
Lead,Values,2,0.0,0.0
Lead,Values,3,0.0,0.0
Lead,Values,4,0.0,0.0
Lead,Values,5,0.0,0.0
Lead,Values,6,0.0,0.0
Lead,Values,7,0.0,0.0
Lead,Values,8,0.0,0.0
Lead,Values,9,0.0,0.0
Lead,Values,10,0.0,0.0
Lead,Values,11,0.0,0.0
Lead,Values,12,0.0,0.0
Lead,Values,13,0.0,0.0
Lead,Values,14,0.0,0.0
Lead,Values,15,0.0,0.0
Lead,Values,16,0.0,0.0
Lead,Values,17,0.0,0.0
Lead,Values,18,0.0,0.0
Lead,Values,19,0.0,0.0
Lead,Values,20,1.0,0.0
Lead,Values,21,0.0,0.0
Lead,Values,22,0.0,0.0
Lead,Values,23,0.0,0.0
Lead,Values,24,0.0,0.0
Lead,Values,25,0.0,0.0
Lead,Values,26,0.0,0.0
Lead,Values,27,0.0,0.0
Lead,Values,28,0.0,0.0
Lead,Values,29,0.0,1.0
Lead,Values,30,0.0,0.0
Lead,Values,31,0.0,0.0
Lead,Values,32,0.0,0.0
Lead,Values,33,0.0,0.0
Lead,Values,34,0.0,0.0
Lead,Values,35,1.0,0.0
Lead,Values,36,0.0,0.0
Lead,Values,37,0.0,0.0
Lead,Values,38,1.0,1.0
Lead,Edges,0,0.7559619222261388,0.7559619222261388
Lead,Edges,1,0.774204372517551,0.774204372517551
Lead,Edges,2,0.7924468228089634,0.7924468228089634
Lead,Edges,3,0.8106892731003756,0.8106892731003756
Lead,Edges,4,0.8289317233917879,0.8289317233917879
Lead,Edges,5,0.8471741736832002,0.8471741736832002
Lead,Edges,6,0.8654166239746125,0.8654166239746125
Lead,Edges,7,0.8836590742660249,0.8836590742660249
Lead,Edges,8,0.9019015245574371,0.9019015245574371
Lead,Edges,9,0.9201439748488494,0.9201439748488494
Lead,Edges,10,0.9383864251402617,0.9383864251402617
Lead,Edges,11,0.956628875431674,0.956628875431674
Lead,Edges,12,0.9748713257230863,0.9748713257230863
Lead,Edges,13,0.9931137760144986,0.9931137760144986
Lead,Edges,14,1.0113562263059108,1.0113562263059108
Lead,Edges,15,1.029598676597323,1.029598676597323
Lead,Edges,16,1.0478411268887355,1.0478411268887355
Lead,Edges,17,1.0660835771801478,1.0660835771801478
Lead,Edges,18,1.08432602747156,1.08432602747156
Lead,Edges,19,1.1025684777629723,1.1025684777629723
Lead,Edges,20,1.1208109280543845,1.1208109280543845
Lead,Edges,21,1.139053378345797,1.139053378345797
Lead,Edges,22,1.157295828637209,1.157295828637209
Lead,Edges,23,1.1755382789286215,1.1755382789286215
Lead,Edges,24,1.1937807292200338,1.1937807292200338
Lead,Edges,25,1.212023179511446,1.212023179511446
Lead,Edges,26,1.2302656298028585,1.2302656298028585
Lead,Edges,27,1.2485080800942705,1.2485080800942705
Lead,Edges,28,1.266750530385683,1.266750530385683
Lead,Edges,29,1.2849929806770952,1.2849929806770952
Lead,Edges,30,1.3032354309685075,1.3032354309685075
Lead,Edges,31,1.32147788125992,1.32147788125992
Lead,Edges,32,1.339720331551332,1.339720331551332
Lead,Edges,33,1.3579627818427444,1.3579627818427444
Lead,Edges,34,1.3762052321341567,1.3762052321341567
Lead,Edges,35,1.394447682425569,1.394447682425569
Lead,Edges,36,1.4126901327169814,1.4126901327169814
Lead,Edges,37,1.4309325830083934,1.4309325830083934
Lead,Edges,38,1.449175033299806,1.449175033299806
Lead,Edges,39,1.4674174835912182,1.4674174835912182
Nickel,Values,0,1.0,0.0
Nickel,Values,1,0.0,0.0
Nickel,Values,2,1.0,0.0
Nickel,Values,3,0.0,0.0
Nickel,Values,4,0.0,0.0
Nickel,Values,5,0.0,0.0
Nickel,Values,6,0.0,0.0
Nickel,Values,7,1.0,0.0
Nickel,Values,8,0.0,0.0
Nickel,Values,9,0.0,0.0
Nickel,Values,10,0.0,0.0
Nickel,Values,11,1.0,1.0
Nickel,Values,12,1.0,0.0
Nickel,Values,13,1.0,0.0
Nickel,Values,14,0.0,0.0
Nickel,Values,15,1.0,0.0
Nickel,Values,16,0.0,0.0
Nickel,Values,17,0.0,0.0
Nickel,Values,18,0.0,0.0
Nickel,Values,19,0.0,0.0
Nickel,Values,20,1.0,1.0
Nickel,Values,21,0.0,2.0
Nickel,Values,22,0.0,0.0
Nickel,Values,23,0.0,0.0
Nickel,Values,24,0.0,2.0
Nickel,Values,25,0.0,0.0
Nickel,Values,26,1.0,1.0
Nickel,Values,27,0.0,3.0
Nickel,Values,28,1.0,1.0
Nickel,Values,29,1.0,0.0
Nickel,Values,30,1.0,0.0
Nickel,Values,31,2.0,0.0
Nickel,Values,32,0.0,1.0
Nickel,Values,33,2.0,0.0
Nickel,Values,34,1.0,2.0
Nickel,Values,35,0.0,0.0
Nickel,Values,36,0.0,0.0
Nickel,Values,37,1.0,0.0
Nickel,Values,38,1.0,0.0
Nickel,Edges,0,0.3959108796616467,0.3959108796616467
Nickel,Edges,1,0.42546065716104636,0.42546065716104636
Nickel,Edges,2,0.455010434660446,0.455010434660446
Nickel,Edges,3,0.4845602121598457,0.4845602121598457
Nickel,Edges,4,0.5141099896592454,0.5141099896592454
Nickel,Edges,5,0.543659767158645,0.543659767158645
Nickel,Edges,6,0.5732095446580447,0.5732095446580447
Nickel,Edges,7,0.6027593221574443,0.6027593221574443
Nickel,Edges,8,0.632309099656844,0.632309099656844
Nickel,Edges,9,0.6618588771562437,0.6618588771562437
Nickel,Edges,10,0.6914086546556433,0.6914086546556433
Nickel,Edges,11,0.7209584321550431,0.7209584321550431
Nickel,Edges,12,0.7505082096544426,0.7505082096544426
Nickel,Edges,13,0.7800579871538423,0.7800579871538423
Nickel,Edges,14,0.809607764653242,0.809607764653242
Nickel,Edges,15,0.8391575421526416,0.8391575421526416
Nickel,Edges,16,0.8687073196520414,0.8687073196520414
Nickel,Edges,17,0.898257097151441,0.898257097151441
Nickel,Edges,18,0.9278068746508408,0.9278068746508408
Nickel,Edges,19,0.9573566521502404,0.9573566521502404
Nickel,Edges,20,0.9869064296496399,0.9869064296496399
Nickel,Edges,21,1.0164562071490397,1.0164562071490397
Nickel,Edges,22,1.0460059846484393,1.0460059846484393
Nickel,Edges,23,1.075555762147839,1.075555762147839
Nickel,Edges,24,1.1051055396472387,1.1051055396472387
Nickel,Edges,25,1.1346553171466383,1.1346553171466383
Nickel,Edges,26,1.164205094646038,1.164205094646038
Nickel,Edges,27,1.1937548721454376,1.1937548721454376
Nickel,Edges,28,1.2233046496448374,1.2233046496448374
Nickel,Edges,29,1.252854427144237,1.252854427144237
Nickel,Edges,30,1.2824042046436366,1.2824042046436366
Nickel,Edges,31,1.3119539821430364,1.3119539821430364
Nickel,Edges,32,1.341503759642436,1.341503759642436
Nickel,Edges,33,1.3710535371418358,1.3710535371418358
Nickel,Edges,34,1.4006033146412353,1.4006033146412353
Nickel,Edges,35,1.430153092140635,1.430153092140635
Nickel,Edges,36,1.4597028696400347,1.4597028696400347
Nickel,Edges,37,1.4892526471394343,1.4892526471394343
Nickel,Edges,38,1.5188024246388339,1.5188024246388339
Nickel,Edges,39,1.5483522021382337,1.5483522021382337
Platinum,Values,0,1.0,0.0
Platinum,Values,1,1.0,0.0
Platinum,Values,2,0.0,0.0
Platinum,Values,3,0.0,0.0
Platinum,Values,4,0.0,0.0
Platinum,Values,5,0.0,0.0
Platinum,Values,6,0.0,1.0
Platinum,Values,7,1.0,0.0
Platinum,Values,8,1.0,0.0
Platinum,Values,9,0.0,0.0
Platinum,Values,10,2.0,0.0
Platinum,Values,11,0.0,0.0
Platinum,Values,12,1.0,0.0
Platinum,Values,13,0.0,0.0
Platinum,Values,14,0.0,0.0
Platinum,Values,15,0.0,1.0
Platinum,Values,16,0.0,1.0
Platinum,Values,17,0.0,0.0
Platinum,Values,18,0.0,1.0
Platinum,Values,19,0.0,1.0
Platinum,Values,20,1.0,0.0
Platinum,Values,21,1.0,0.0
Platinum,Values,22,1.0,3.0
Platinum,Values,23,0.0,0.0
Platinum,Values,24,1.0,0.0
Platinum,Values,25,1.0,0.0
Platinum,Values,26,0.0,1.0
Platinum,Values,27,0.0,0.0
Platinum,Values,28,0.0,2.0
Platinum,Values,29,1.0,0.0
Platinum,Values,30,1.0,0.0
Platinum,Values,31,0.0,0.0
Platinum,Values,32,0.0,0.0
Platinum,Values,33,0.0,1.0
Platinum,Values,34,0.0,0.0
Platinum,Values,35,0.0,0.0
Platinum,Values,36,0.0,0.0
Platinum,Values,37,0.0,1.0
Platinum,Values,38,1.0,1.0
Platinum,Edges,0,0.901200925806018,0.901200925806018
Platinum,Edges,1,0.9185390068281596,0.9185390068281596
Platinum,Edges,2,0.9358770878503013,0.9358770878503013
Platinum,Edges,3,0.953215168872443,0.953215168872443
Platinum,Edges,4,0.9705532498945846,0.9705532498945846
Platinum,Edges,5,0.9878913309167262,0.9878913309167262
Platinum,Edges,6,1.0052294119388678,1.0052294119388678
Platinum,Edges,7,1.0225674929610096,1.0225674929610096
Platinum,Edges,8,1.0399055739831513,1.0399055739831513
Platinum,Edges,9,1.0572436550052928,1.0572436550052928
Platinum,Edges,10,1.0745817360274346,1.0745817360274346
Platinum,Edges,11,1.091919817049576,1.091919817049576
Platinum,Edges,12,1.1092578980717178,1.1092578980717178
Platinum,Edges,13,1.1265959790938596,1.1265959790938596
Platinum,Edges,14,1.143934060116001,1.143934060116001
Platinum,Edges,15,1.1612721411381428,1.1612721411381428
Platinum,Edges,16,1.1786102221602843,1.1786102221602843
Platinum,Edges,17,1.195948303182426,1.195948303182426
Platinum,Edges,18,1.2132863842045678,1.2132863842045678
Platinum,Edges,19,1.2306244652267093,1.2306244652267093
Platinum,Edges,20,1.247962546248851,1.247962546248851
Platinum,Edges,21,1.2653006272709928,1.2653006272709928
Platinum,Edges,22,1.2826387082931343,1.2826387082931343
Platinum,Edges,23,1.299976789315276,1.299976789315276
Platinum,Edges,24,1.3173148703374178,1.3173148703374178
Platinum,Edges,25,1.3346529513595593,1.3346529513595593
Platinum,Edges,26,1.351991032381701,1.351991032381701
Platinum,Edges,27,1.3693291134038428,1.3693291134038428
Platinum,Edges,28,1.3866671944259843,1.3866671944259843
Platinum,Edges,29,1.4040052754481258,1.4040052754481258
Platinum,Edges,30,1.4213433564702678,1.4213433564702678
Platinum,Edges,31,1.4386814374924093,1.4386814374924093
Platinum,Edges,32,1.4560195185145508,1.4560195185145508
Platinum,Edges,33,1.4733575995366925,1.4733575995366925
Platinum,Edges,34,1.4906956805588343,1.4906956805588343
Platinum,Edges,35,1.5080337615809758,1.5080337615809758
Platinum,Edges,36,1.5253718426031175,1.5253718426031175
Platinum,Edges,37,1.5427099236252593,1.5427099236252593
Platinum,Edges,38,1.5600480046474008,1.5600480046474008
Platinum,Edges,39,1.5773860856695425,1.5773860856695425
Silver,Values,0,1.0,0.0
Silver,Values,1,0.0,0.0
Silver,Values,2,0.0,0.0
Silver,Values,3,0.0,0.0
Silver,Values,4,1.0,0.0
Silver,Values,5,0.0,0.0
Silver,Values,6,0.0,0.0
Silver,Values,7,0.0,0.0
Silver,Values,8,0.0,1.0
Silver,Values,9,0.0,0.0
Silver,Values,10,0.0,0.0
Silver,Values,11,0.0,0.0
Silver,Values,12,1.0,1.0
Silver,Values,13,1.0,1.0
Silver,Values,14,2.0,1.0
Silver,Values,15,2.0,0.0
Silver,Values,16,3.0,0.0
Silver,Values,17,3.0,0.0
Silver,Values,18,1.0,0.0
Silver,Values,19,2.0,3.0
Silver,Values,20,0.0,1.0
Silver,Values,21,0.0,1.0
Silver,Values,22,2.0,3.0
Silver,Values,23,0.0,2.0
Silver,Values,24,1.0,3.0
Silver,Values,25,1.0,0.0
Silver,Values,26,1.0,1.0
Silver,Values,27,0.0,1.0
Silver,Values,28,2.0,1.0
Silver,Values,29,3.0,2.0
Silver,Values,30,1.0,0.0
Silver,Values,31,0.0,0.0
Silver,Values,32,0.0,0.0
Silver,Values,33,1.0,3.0
Silver,Values,34,1.0,1.0
Silver,Values,35,0.0,0.0
Silver,Values,36,0.0,1.0
Silver,Values,37,0.0,1.0
Silver,Values,38,1.0,0.0
Silver,Edges,0,0.6387789948224992,0.6387789948224992
Silver,Edges,1,0.664275780114278,0.664275780114278
Silver,Edges,2,0.6897725654060568,0.6897725654060568
Silver,Edges,3,0.7152693506978356,0.7152693506978356
Silver,Edges,4,0.7407661359896144,0.7407661359896144
Silver,Edges,5,0.7662629212813932,0.7662629212813932
Silver,Edges,6,0.791759706573172,0.791759706573172
Silver,Edges,7,0.8172564918649508,0.8172564918649508
Silver,Edges,8,0.8427532771567295,0.8427532771567295
Silver,Edges,9,0.8682500624485083,0.8682500624485083
Silver,Edges,10,0.8937468477402871,0.8937468477402871
Silver,Edges,11,0.9192436330320659,0.9192436330320659
Silver,Edges,12,0.9447404183238447,0.9447404183238447
Silver,Edges,13,0.9702372036156235,0.9702372036156235
Silver,Edges,14,0.9957339889074023,0.9957339889074023
Silver,Edges,15,1.021230774199181,1.021230774199181
Silver,Edges,16,1.04672755949096,1.04672755949096
Silver,Edges,17,1.0722243447827386,1.0722243447827386
Silver,Edges,18,1.0977211300745173,1.0977211300745173
Silver,Edges,19,1.1232179153662962,1.1232179153662962
Silver,Edges,20,1.1487147006580751,1.1487147006580751
Silver,Edges,21,1.1742114859498538,1.1742114859498538
Silver,Edges,22,1.1997082712416325,1.1997082712416325
Silver,Edges,23,1.2252050565334114,1.2252050565334114
Silver,Edges,24,1.2507018418251903,1.2507018418251903
Silver,Edges,25,1.276198627116969,1.276198627116969
Silver,Edges,26,1.3016954124087476,1.3016954124087476
Silver,Edges,27,1.3271921977005265,1.3271921977005265
Silver,Edges,28,1.3526889829923054,1.3526889829923054
Silver,Edges,29,1.3781857682840841,1.3781857682840841
Silver,Edges,30,1.4036825535758628,1.4036825535758628
Silver,Edges,31,1.4291793388676417,1.4291793388676417
Silver,Edges,32,1.4546761241594206,1.4546761241594206
Silver,Edges,33,1.4801729094511993,1.4801729094511993
Silver,Edges,34,1.505669694742978,1.505669694742978
Silver,Edges,35,1.5311664800347569,1.5311664800347569
Silver,Edges,36,1.5566632653265358,1.5566632653265358
Silver,Edges,37,1.5821600506183144,1.5821600506183144
Silver,Edges,38,1.6076568359100931,1.6076568359100931
Silver,Edges,39,1.633153621201872,1.633153621201872
Zinc,Values,0,2.0,0.0
Zinc,Values,1,0.0,0.0
Zinc,Values,2,0.0,0.0
Zinc,Values,3,0.0,1.0
Zinc,Values,4,0.0,0.0
Zinc,Values,5,0.0,0.0
Zinc,Values,6,1.0,0.0
Zinc,Values,7,0.0,0.0
Zinc,Values,8,0.0,1.0
Zinc,Values,9,0.0,0.0
Zinc,Values,10,1.0,2.0
Zinc,Values,11,0.0,0.0
Zinc,Values,12,3.0,2.0
Zinc,Values,13,1.0,1.0
Zinc,Values,14,0.0,1.0
Zinc,Values,15,1.0,2.0
Zinc,Values,16,1.0,3.0
Zinc,Values,17,4.0,1.0
Zinc,Values,18,0.0,2.0
Zinc,Values,19,3.0,3.0
Zinc,Values,20,4.0,5.0
Zinc,Values,21,2.0,3.0
Zinc,Values,22,2.0,2.0
Zinc,Values,23,0.0,3.0
Zinc,Values,24,4.0,4.0
Zinc,Values,25,7.0,3.0
Zinc,Values,26,7.0,6.0
Zinc,Values,27,5.0,0.0
Zinc,Values,28,3.0,1.0
Zinc,Values,29,2.0,3.0
Zinc,Values,30,3.0,2.0
Zinc,Values,31,1.0,0.0
Zinc,Values,32,3.0,2.0
Zinc,Values,33,0.0,0.0
Zinc,Values,34,0.0,4.0
Zinc,Values,35,0.0,0.0
Zinc,Values,36,0.0,1.0
Zinc,Values,37,1.0,1.0
Zinc,Values,38,1.0,1.0
Zinc,Edges,0,0.0,0.0
Zinc,Edges,1,0.04904766597674241,0.04904766597674241
Zinc,Edges,2,0.09809533195348483,0.09809533195348483
Zinc,Edges,3,0.14714299793022723,0.14714299793022723
Zinc,Edges,4,0.19619066390696965,0.19619066390696965
Zinc,Edges,5,0.24523832988371208,0.24523832988371208
Zinc,Edges,6,0.29428599586045445,0.29428599586045445
Zinc,Edges,7,0.3433336618371969,0.3433336618371969
Zinc,Edges,8,0.3923813278139393,0.3923813278139393
Zinc,Edges,9,0.44142899379068173,0.44142899379068173
Zinc,Edges,10,0.49047665976742416,0.49047665976742416
Zinc,Edges,11,0.5395243257441665,0.5395243257441665
Zinc,Edges,12,0.5885719917209089,0.5885719917209089
Zinc,Edges,13,0.6376196576976514,0.6376196576976514
Zinc,Edges,14,0.6866673236743938,0.6866673236743938
Zinc,Edges,15,0.7357149896511362,0.7357149896511362
Zinc,Edges,16,0.7847626556278786,0.7847626556278786
Zinc,Edges,17,0.833810321604621,0.833810321604621
Zinc,Edges,18,0.8828579875813635,0.8828579875813635
Zinc,Edges,19,0.9319056535581058,0.9319056535581058
Zinc,Edges,20,0.9809533195348483,0.9809533195348483
Zinc,Edges,21,1.0300009855115906,1.0300009855115906
Zinc,Edges,22,1.079048651488333,1.079048651488333
Zinc,Edges,23,1.1280963174650755,1.1280963174650755
Zinc,Edges,24,1.1771439834418178,1.1771439834418178
Zinc,Edges,25,1.2261916494185603,1.2261916494185603
Zinc,Edges,26,1.2752393153953028,1.2752393153953028
Zinc,Edges,27,1.3242869813720453,1.3242869813720453
Zinc,Edges,28,1.3733346473487875,1.3733346473487875
Zinc,Edges,29,1.42238231332553,1.42238231332553
Zinc,Edges,30,1.4714299793022725,1.4714299793022725
Zinc,Edges,31,1.5204776452790147,1.5204776452790147
Zinc,Edges,32,1.5695253112557572,1.5695253112557572
Zinc,Edges,33,1.6185729772324997,1.6185729772324997
Zinc,Edges,34,1.667620643209242,1.667620643209242
Zinc,Edges,35,1.7166683091859845,1.7166683091859845
Zinc,Edges,36,1.765715975162727,1.765715975162727
Zinc,Edges,37,1.8147636411394692,1.8147636411394692
Zinc,Edges,38,1.8638113071162117,1.8638113071162117
Zinc,Edges,39,1.9128589730929542,1.9128589730929542
All,Values,0,16.0,3.0
All,Values,1,2.0,0.0
All,Values,2,3.0,4.0
All,Values,3,2.0,2.0
All,Values,4,5.0,4.0
All,Values,5,9.0,3.0
All,Values,6,4.0,10.0
All,Values,7,4.0,10.0
All,Values,8,13.0,12.0
All,Values,9,7.0,16.0
All,Values,10,6.0,17.0
All,Values,11,10.0,17.0
All,Values,12,18.0,29.0
All,Values,13,21.0,19.0
All,Values,14,20.0,37.0
All,Values,15,28.0,26.0
All,Values,16,31.0,29.0
All,Values,17,46.0,27.0
All,Values,18,29.0,25.0
All,Values,19,28.0,31.0
All,Values,20,26.0,25.0
All,Values,21,37.0,27.0
All,Values,22,28.0,21.0
All,Values,23,35.0,24.0
All,Values,24,22.0,14.0
All,Values,25,11.0,7.0
All,Values,26,10.0,5.0
All,Values,27,5.0,11.0
All,Values,28,4.0,8.0
All,Values,29,1.0,7.0
All,Values,30,2.0,7.0
All,Values,31,0.0,1.0
All,Values,32,1.0,5.0
All,Values,33,1.0,2.0
All,Values,34,1.0,0.0
All,Values,35,0.0,0.0
All,Values,36,0.0,0.0
All,Values,37,0.0,0.0
All,Values,38,1.0,0.0
All,Edges,0,0.0,0.0
All,Edges,1,0.05903064930394575,0.05903064930394575
All,Edges,2,0.1180612986078915,0.1180612986078915
All,Edges,3,0.17709194791183724,0.17709194791183724
All,Edges,4,0.236122597215783,0.236122597215783
All,Edges,5,0.29515324651972874,0.29515324651972874
All,Edges,6,0.3541838958236745,0.3541838958236745
All,Edges,7,0.41321454512762024,0.41321454512762024
All,Edges,8,0.472245194431566,0.472245194431566
All,Edges,9,0.5312758437355117,0.5312758437355117
All,Edges,10,0.5903064930394575,0.5903064930394575
All,Edges,11,0.6493371423434032,0.6493371423434032
All,Edges,12,0.708367791647349,0.708367791647349
All,Edges,13,0.7673984409512947,0.7673984409512947
All,Edges,14,0.8264290902552405,0.8264290902552405
All,Edges,15,0.8854597395591862,0.8854597395591862
All,Edges,16,0.944490388863132,0.944490388863132
All,Edges,17,1.0035210381670776,1.0035210381670776
All,Edges,18,1.0625516874710235,1.0625516874710235
All,Edges,19,1.1215823367749693,1.1215823367749693
All,Edges,20,1.180612986078915,1.180612986078915
All,Edges,21,1.2396436353828606,1.2396436353828606
All,Edges,22,1.2986742846868065,1.2986742846868065
All,Edges,23,1.3577049339907523,1.3577049339907523
All,Edges,24,1.416735583294698,1.416735583294698
All,Edges,25,1.4757662325986436,1.4757662325986436
All,Edges,26,1.5347968819025894,1.5347968819025894
All,Edges,27,1.5938275312065353,1.5938275312065353
All,Edges,28,1.652858180510481,1.652858180510481
All,Edges,29,1.7118888298144266,1.7118888298144266
All,Edges,30,1.7709194791183724,1.7709194791183724
All,Edges,31,1.8299501284223183,1.8299501284223183
