,,,Historical,Simulated
Copper,Edges,17,-0.39506529690537984,-0.39506529690537984
Copper,Edges,18,-0.3287233293539116,-0.3287233293539116
Copper,Edges,19,-0.26238136180244354,-0.26238136180244354
Copper,Edges,20,-0.1960393942509755,-0.1960393942509755
Copper,Edges,21,-0.12969742669950723,-0.12969742669950723
Copper,Edges,22,-0.0633554591480392,-0.0633554591480392
Copper,Edges,23,0.0029865084034288447,0.0029865084034288447
Copper,Edges,24,0.0693284759548971,0.0693284759548971
Copper,Edges,25,0.13567044350636515,0.13567044350636515
Copper,Edges,26,0.20201241105783319,0.20201241105783319
Copper,Edges,27,0.2683543786093012,0.2683543786093012
Copper,Edges,28,0.3346963461607695,0.3346963461607695
Copper,Edges,29,0.4010383137122375,0.4010383137122375
Copper,Edges,30,0.46738028126370557,0.46738028126370557
Copper,Edges,31,0.5337222488151736,0.5337222488151736
Copper,Edges,32,0.6000642163666419,0.6000642163666419
Copper,Edges,33,0.6664061839181101,0.6664061839181101
Copper,Edges,34,0.732748151469578,0.732748151469578
Copper,Edges,35,0.7990901190210462,0.7990901190210462
Copper,Edges,36,0.8654320865725145,0.8654320865725145
Copper,Edges,37,0.9317740541239823,0.9317740541239823
Copper,Edges,38,0.9981160216754505,0.9981160216754505
Copper,Edges,39,1.0644579892269184,1.0644579892269184
Gold,Values,0,34.0,6.0
Gold,Values,1,23.0,8.0
Gold,Values,2,1.0,11.0
Gold,Values,3,0.0,19.0
Gold,Values,4,26.0,33.0
Gold,Values,5,24.0,50.0
Gold,Values,6,62.0,60.0
Gold,Values,7,100.0,80.0
Gold,Values,8,125.0,136.0
Gold,Values,9,194.0,173.0
Gold,Values,10,211.0,195.0
Gold,Values,11,299.0,254.0
Gold,Values,12,314.0,327.0
Gold,Values,13,426.0,385.0
Gold,Values,14,416.0,376.0
Gold,Values,15,348.0,443.0
Gold,Values,16,367.0,454.0
Gold,Values,17,455.0,527.0
Gold,Values,18,422.0,490.0
Gold,Values,19,398.0,479.0
Gold,Values,20,430.0,421.0
Gold,Values,21,401.0,398.0
Gold,Values,22,428.0,348.0
Gold,Values,23,391.0,321.0
Gold,Values,24,322.0,248.0
Gold,Values,25,252.0,196.0
Gold,Values,26,202.0,172.0
Gold,Values,27,121.0,128.0
Gold,Values,28,132.0,92.0
Gold,Values,29,41.0,67.0
Gold,Values,30,29.0,47.0
Gold,Values,31,13.0,31.0
Gold,Values,32,10.0,22.0
Gold,Values,33,5.0,18.0
Gold,Values,34,2.0,5.0
Gold,Values,35,2.0,6.0
Gold,Values,36,1.0,1.0
Gold,Values,37,1.0,2.0
Gold,Values,38,4.0,0.0
Gold,Edges,0,-4.975054830841201,-4.975054830841201
Gold,Edges,1,-4.901465074383983,-4.901465074383983
Gold,Edges,2,-4.827875317926766,-4.827875317926766
Gold,Edges,3,-4.7542855614695485,-4.7542855614695485
Gold,Edges,4,-4.680695805012331,-4.680695805012331
Gold,Edges,5,-4.607106048555113,-4.607106048555113
Gold,Edges,6,-4.533516292097896,-4.533516292097896
Gold,Edges,7,-4.459926535640678,-4.459926535640678
Gold,Edges,8,-4.38633677918346,-4.38633677918346
Gold,Edges,9,-4.312747022726242,-4.312747022726242
Gold,Edges,10,-4.239157266269025,-4.239157266269025
Gold,Edges,11,-4.165567509811807,-4.165567509811807
Gold,Edges,12,-4.091977753354589,-4.091977753354589
Gold,Edges,13,-4.018387996897372,-4.018387996897372
Gold,Edges,14,-3.9447982404401545,-3.9447982404401545
Gold,Edges,15,-3.8712084839829366,-3.8712084839829366
Gold,Edges,16,-3.7976187275257187,-3.7976187275257187
Gold,Edges,17,-3.7240289710685013,-3.7240289710685013
Gold,Edges,18,-3.650439214611284,-3.650439214611284
Gold,Edges,19,-3.576849458154066,-3.576849458154066
Gold,Edges,20,-3.503259701696848,-3.503259701696848
Gold,Edges,21,-3.4296699452396306,-3.4296699452396306
Gold,Edges,22,-3.356080188782413,-3.356080188782413
Gold,Edges,23,-3.2824904323251953,-3.2824904323251953
Gold,Edges,24,-3.208900675867978,-3.208900675867978
Gold,Edges,25,-3.1353109194107605,-3.1353109194107605
Gold,Edges,26,-3.0617211629535426,-3.0617211629535426
Gold,Edges,27,-2.9881314064963247,-2.9881314064963247
Gold,Edges,28,-2.9145416500391073,-2.9145416500391073
Gold,Edges,29,-2.8409518935818894,-2.8409518935818894
Gold,Edges,30,-2.767362137124672,-2.767362137124672
Gold,Edges,31,-2.693772380667454,-2.693772380667454
Gold,Edges,32,-2.6201826242102366,-2.6201826242102366
Gold,Edges,33,-2.546592867753019,-2.546592867753019
Gold,Edges,34,-2.4730031112958013,-2.4730031112958013
Gold,Edges,35,-2.399413354838584,-2.399413354838584
Gold,Edges,36,-2.325823598381366,-2.325823598381366
Gold,Edges,37,-2.2522338419241485,-2.2522338419241485
Gold,Edges,38,-2.1786440854669307,-2.1786440854669307
Gold,Edges,39,-2.1050543290097132,-2.1050543290097132
Lead,Values,0,1.0,0.0
Lead,Values,1,1.0,0.0
Lead,Values,2,0.0,0.0
Lead,Values,3,0.0,1.0
Lead,Values,4,0.0,1.0
Lead,Values,5,0.0,1.0
Lead,Values,6,1.0,0.0
Lead,Values,7,0.0,1.0
Lead,Values,8,1.0,2.0
Lead,Values,9,1.0,2.0
Lead,Values,10,2.0,3.0
Lead,Values,11,30.0,7.0
Lead,Values,12,13.0,7.0
Lead,Values,13,1.0,10.0
Lead,Values,14,5.0,15.0
Lead,Values,15,36.0,11.0
Lead,Values,16,0.0,11.0
Lead,Values,17,13.0,22.0
Lead,Values,18,1.0,18.0
Lead,Values,19,3.0,26.0
Lead,Values,20,7.0,20.0
Lead,Values,21,22.0,22.0
Lead,Values,22,4.0,16.0
Lead,Values,23,4.0,19.0
Lead,Values,24,36.0,14.0
Lead,Values,25,56.0,24.0
Lead,Values,26,31.0,15.0
Lead,Values,27,15.0,20.0
Lead,Values,28,19.0,13.0
Lead,Values,29,13.0,10.0
Lead,Values,30,23.0,12.0
Lead,Values,31,10.0,4.0
Lead,Values,32,3.0,8.0
Lead,Values,33,1.0,3.0
Lead,Values,34,4.0,3.0
Lead,Values,35,1.0,11.0
Lead,Values,36,1.0,1.0
Lead,Values,37,0.0,5.0
Lead,Values,38,1.0,2.0
Lead,Edges,0,-0.47536245391025816,-0.47536245391025816
Lead,Edges,1,-0.43222730352499317,-0.43222730352499317
Lead,Edges,2,-0.3890921531397282,-0.3890921531397282
Lead,Edges,3,-0.3459570027544632,-0.3459570027544632
Lead,Edges,4,-0.30282185236919823,-0.30282185236919823
Lead,Edges,5,-0.2596867019839333,-0.2596867019839333
Lead,Edges,6,-0.2165515515986683,-0.2165515515986683
Lead,Edges,7,-0.17341640121340335,-0.17341640121340335
Lead,Edges,8,-0.13028125082813835,-0.13028125082813835
Lead,Edges,9,-0.08714610044287335,-0.08714610044287335
Lead,Edges,10,-0.04401095005760841,-0.04401095005760841
Lead,Edges,11,-0.0008757996723434136,-0.0008757996723434136
Lead,Edges,12,0.042259350712921584,0.042259350712921584
Lead,Edges,13,0.08539450109818653,0.08539450109818653
Lead,Edges,14,0.12852965148345147,0.12852965148345147
Lead,Edges,15,0.17166480186871652,0.17166480186871652
Lead,Edges,16,0.21479995225398146,0.21479995225398146
Lead,Edges,17,0.2579351026392464,0.2579351026392464
Lead,Edges,18,0.30107025302451146,0.30107025302451146
Lead,Edges,19,0.3442054034097764,0.3442054034097764
Lead,Edges,20,0.38734055379504134,0.38734055379504134
Lead,Edges,21,0.4304757041803064,0.4304757041803064
Lead,Edges,22,0.47361085456557134,0.47361085456557134
Lead,Edges,23,0.5167460049508363,0.5167460049508363
Lead,Edges,24,0.5598811553361014,0.5598811553361014
Lead,Edges,25,0.6030163057213662,0.6030163057213662
Lead,Edges,26,0.6461514561066313,0.6461514561066313
Lead,Edges,27,0.6892866064918963,0.6892866064918963
Lead,Edges,28,0.7324217568771612,0.7324217568771612
Lead,Edges,29,0.7755569072624262,0.7755569072624262
Lead,Edges,30,0.8186920576476913,0.8186920576476913
Lead,Edges,31,0.8618272080329561,0.8618272080329561
Lead,Edges,32,0.9049623584182211,0.9049623584182211
Lead,Edges,33,0.9480975088034862,0.9480975088034862
Lead,Edges,34,0.991232659188751,0.991232659188751
Lead,Edges,35,1.034367809574016,1.034367809574016
Lead,Edges,36,1.0775029599592811,1.0775029599592811
Lead,Edges,37,1.120638110344546,1.120638110344546
Lead,Edges,38,1.163773260729811,1.163773260729811
Lead,Edges,39,1.206908411115076,1.206908411115076
Molybdenum,Values,0,2.0,0.0
Molybdenum,Values,1,1.0,0.0
Molybdenum,Values,2,0.0,1.0
Molybdenum,Values,3,1.0,0.0
Molybdenum,Values,4,5.0,0.0
Molybdenum,Values,5,0.0,0.0
Molybdenum,Values,6,1.0,1.0
Molybdenum,Values,7,1.0,2.0
Molybdenum,Values,8,0.0,2.0
Molybdenum,Values,9,3.0,3.0
Molybdenum,Values,10,2.0,2.0
Molybdenum,Values,11,2.0,5.0
Molybdenum,Values,12,4.0,4.0
Molybdenum,Values,13,3.0,6.0
Molybdenum,Values,14,3.0,7.0
Molybdenum,Values,15,6.0,4.0
Molybdenum,Values,16,5.0,8.0
Molybdenum,Values,17,0.0,6.0
Molybdenum,Values,18,6.0,8.0
Molybdenum,Values,19,2.0,6.0
Molybdenum,Values,20,24.0,8.0
Molybdenum,Values,21,22.0,5.0
Molybdenum,Values,22,8.0,13.0
Molybdenum,Values,23,8.0,2.0
Molybdenum,Values,24,3.0,7.0
Molybdenum,Values,25,0.0,5.0
Molybdenum,Values,26,20.0,6.0
Molybdenum,Values,27,0.0,5.0
Molybdenum,Values,28,0.0,1.0
Molybdenum,Values,29,0.0,5.0
Molybdenum,Values,30,1.0,1.0
Molybdenum,Values,31,0.0,2.0
Molybdenum,Values,32,0.0,9.0
Molybdenum,Values,33,0.0,0.0
Molybdenum,Values,34,0.0,1.0
Molybdenum,Values,35,0.0,1.0
Molybdenum,Values,36,1.0,0.0
Molybdenum,Values,37,1.0,0.0
Molybdenum,Values,38,1.0,0.0
Molybdenum,Edges,0,-1.3767507096020994,-1.3767507096020994
Molybdenum,Edges,1,-1.3441816331093253,-1.3441816331093253
Molybdenum,Edges,2,-1.311612556616551,-1.311612556616551
Molybdenum,Edges,3,-1.2790434801237769,-1.2790434801237769
Molybdenum,Edges,4,-1.2464744036310025,-1.2464744036310025
Molybdenum,Edges,5,-1.2139053271382283,-1.2139053271382283
Molybdenum,Edges,6,-1.1813362506454541,-1.1813362506454541
Molybdenum,Edges,7,-1.14876717415268,-1.14876717415268
Molybdenum,Edges,8,-1.1161980976599057,-1.1161980976599057
Molybdenum,Edges,9,-1.0836290211671316,-1.0836290211671316
Molybdenum,Edges,10,-1.0510599446743574,-1.0510599446743574
Molybdenum,Edges,11,-1.018490868181583,-1.018490868181583
Molybdenum,Edges,12,-0.9859217916888089,-0.9859217916888089
Molybdenum,Edges,13,-0.9533527151960347,-0.9533527151960347
Molybdenum,Edges,14,-0.9207836387032604,-0.9207836387032604
Molybdenum,Edges,15,-0.8882145622104862,-0.8882145622104862
Molybdenum,Edges,16,-0.855645485717712,-0.855645485717712
Molybdenum,Edges,17,-0.8230764092249379,-0.8230764092249379
Molybdenum,Edges,18,-0.7905073327321637,-0.7905073327321637
Molybdenum,Edges,19,-0.7579382562393894,-0.7579382562393894
Molybdenum,Edges,20,-0.7253691797466152,-0.7253691797466152
Molybdenum,Edges,21,-0.692800103253841,-0.692800103253841
Molybdenum,Edges,22,-0.6602310267610667,-0.6602310267610667
Molybdenum,Edges,23,-0.6276619502682925,-0.6276619502682925
Molybdenum,Edges,24,-0.5950928737755183,-0.5950928737755183
Molybdenum,Edges,25,-0.5625237972827442,-0.5625237972827442
Molybdenum,Edges,26,-0.52995472078997,-0.52995472078997
Molybdenum,Edges,27,-0.4973856442971957,-0.4973856442971957
Molybdenum,Edges,28,-0.4648165678044215,-0.4648165678044215
Molybdenum,Edges,29,-0.4322474913116473,-0.4322474913116473
Molybdenum,Edges,30,-0.399678414818873,-0.399678414818873
Molybdenum,Edges,31,-0.3671093383260988,-0.3671093383260988
Molybdenum,Edges,32,-0.33454026183332464,-0.33454026183332464
Molybdenum,Edges,33,-0.30197118534055045,-0.30197118534055045
Molybdenum,Edges,34,-0.26940210884777627,-0.26940210884777627
Molybdenum,Edges,35,-0.23683303235500208,-0.23683303235500208
Molybdenum,Edges,36,-0.2042639558622279,-0.2042639558622279
Molybdenum,Edges,37,-0.1716948793694535,-0.1716948793694535
Molybdenum,Edges,38,-0.1391258028766793,-0.1391258028766793
Molybdenum,Edges,39,-0.10655672638390509,-0.10655672638390509
Nickel,Values,0,4.0,0.0
Nickel,Values,1,1.0,0.0
Nickel,Values,2,2.0,1.0
Nickel,Values,3,42.0,2.0
Nickel,Values,4,10.0,5.0
Nickel,Values,5,15.0,6.0
Nickel,Values,6,19.0,2.0
Nickel,Values,7,1.0,8.0
Nickel,Values,8,5.0,9.0
Nickel,Values,9,5.0,16.0
Nickel,Values,10,2.0,23.0
Nickel,Values,11,14.0,36.0
Nickel,Values,12,55.0,45.0
Nickel,Values,13,28.0,51.0
Nickel,Values,14,8.0,62.0
Nickel,Values,15,8.0,79.0
Nickel,Values,16,49.0,90.0
Nickel,Values,17,60.0,87.0
Nickel,Values,18,157.0,120.0
Nickel,Values,19,144.0,95.0
Nickel,Values,20,137.0,117.0
Nickel,Values,21,119.0,105.0
Nickel,Values,22,118.0,111.0
Nickel,Values,23,125.0,114.0
Nickel,Values,24,146.0,74.0
Nickel,Values,25,131.0,78.0
Nickel,Values,26,64.0,75.0
Nickel,Values,27,53.0,43.0
Nickel,Values,28,20.0,41.0
Nickel,Values,29,35.0,35.0
Nickel,Values,30,18.0,27.0
Nickel,Values,31,12.0,22.0
Nickel,Values,32,6.0,15.0
Nickel,Values,33,5.0,8.0
Nickel,Values,34,0.0,13.0
Nickel,Values,35,0.0,5.0
Nickel,Values,36,1.0,4.0
Nickel,Values,37,2.0,1.0
Nickel,Values,38,5.0,0.0
Nickel,Edges,0,-0.8239087409443188,-0.8239087409443188
Nickel,Edges,1,-0.7774810364517402,-0.7774810364517402
Nickel,Edges,2,-0.7310533319591617,-0.7310533319591617
Nickel,Edges,3,-0.6846256274665831,-0.6846256274665831
Nickel,Edges,4,-0.6381979229740046,-0.6381979229740046
Nickel,Edges,5,-0.591770218481426,-0.591770218481426
Nickel,Edges,6,-0.5453425139888475,-0.5453425139888475
Nickel,Edges,7,-0.4989148094962689,-0.4989148094962689
Nickel,Edges,8,-0.4524871050036903,-0.4524871050036903
Nickel,Edges,9,-0.4060594005111118,-0.4060594005111118
Nickel,Edges,10,-0.35963169601853323,-0.35963169601853323
Nickel,Edges,11,-0.3132039915259547,-0.3132039915259547
Nickel,Edges,12,-0.2667762870333761,-0.2667762870333761
Nickel,Edges,13,-0.2203485825407976,-0.2203485825407976
Nickel,Edges,14,-0.17392087804821899,-0.17392087804821899
Nickel,Edges,15,-0.1274931735556405,-0.1274931735556405
Nickel,Edges,16,-0.08106546906306189,-0.08106546906306189
Nickel,Edges,17,-0.03463776457048329,-0.03463776457048329
Nickel,Edges,18,0.011789939922095205,0.011789939922095205
Nickel,Edges,19,0.05821764441467381,0.05821764441467381
Nickel,Edges,20,0.1046453489072523,0.1046453489072523
Nickel,Edges,21,0.1510730533998309,0.1510730533998309
Nickel,Edges,22,0.1975007578924094,0.1975007578924094
Nickel,Edges,23,0.2439284623849879,0.2439284623849879
Nickel,Edges,24,0.2903561668775666,0.2903561668775666
Nickel,Edges,25,0.3367838713701451,0.3367838713701451
Nickel,Edges,26,0.3832115758627236,0.3832115758627236
Nickel,Edges,27,0.4296392803553023,0.4296392803553023
Nickel,Edges,28,0.4760669848478808,0.4760669848478808
Nickel,Edges,29,0.5224946893404593,0.5224946893404593
Nickel,Edges,30,0.5689223938330378,0.5689223938330378
Nickel,Edges,31,0.6153500983256165,0.6153500983256165
Nickel,Edges,32,0.661777802818195,0.661777802818195
Nickel,Edges,33,0.7082055073107735,0.7082055073107735
Nickel,Edges,34,0.7546332118033522,0.7546332118033522
Nickel,Edges,35,0.8010609162959307,0.8010609162959307
Nickel,Edges,36,0.8474886207885092,0.8474886207885092
Nickel,Edges,37,0.8939163252810877,0.8939163252810877
Nickel,Edges,38,0.9403440297736664,0.9403440297736664
Nickel,Edges,39,0.9867717342662449,0.9867717342662449
Palladium,Values,0,1.0,2.0
Palladium,Values,1,0.0,1.0
Palladium,Values,2,1.0,1.0
Palladium,Values,3,4.0,1.0
Palladium,Values,4,6.0,1.0
Palladium,Values,5,5.0,0.0
Palladium,Values,6,1.0,2.0
Palladium,Values,7,2.0,2.0
Palladium,Values,8,4.0,1.0
Palladium,Values,9,2.0,1.0
Palladium,Values,10,2.0,4.0
Palladium,Values,11,1.0,2.0
Palladium,Values,12,0.0,1.0
Palladium,Values,13,1.0,3.0
Palladium,Values,14,2.0,1.0
Palladium,Values,15,0.0,3.0
Palladium,Values,16,0.0,4.0
Palladium,Values,17,0.0,3.0
Palladium,Values,18,0.0,3.0
Palladium,Values,19,1.0,2.0
Palladium,Values,20,0.0,1.0
Palladium,Values,21,0.0,4.0
Palladium,Values,22,0.0,5.0
Palladium,Values,23,0.0,1.0
Palladium,Values,24,0.0,2.0
Palladium,Values,25,0.0,6.0
Palladium,Values,26,0.0,3.0
Palladium,Values,27,7.0,0.0
Palladium,Values,28,18.0,1.0
Palladium,Values,29,6.0,1.0
Palladium,Values,30,5.0,2.0
Palladium,Values,31,3.0,2.0
Palladium,Values,32,0.0,2.0
Palladium,Values,33,0.0,0.0
Palladium,Values,34,3.0,1.0
Palladium,Values,35,4.0,2.0
Palladium,Values,36,1.0,0.0
Palladium,Values,37,1.0,0.0
Palladium,Values,38,1.0,3.0
Palladium,Edges,0,-3.779891911959945,-3.779891911959945
Palladium,Edges,1,-3.75066979581235,-3.75066979581235
Palladium,Edges,2,-3.7214476796647555,-3.7214476796647555
Palladium,Edges,3,-3.6922255635171606,-3.6922255635171606
Palladium,Edges,4,-3.6630034473695656,-3.6630034473695656
Palladium,Edges,5,-3.6337813312219707,-3.6337813312219707
Palladium,Edges,6,-3.604559215074376,-3.604559215074376
Palladium,Edges,7,-3.575337098926781,-3.575337098926781
Palladium,Edges,8,-3.5461149827791862,-3.5461149827791862
Palladium,Edges,9,-3.5168928666315917,-3.5168928666315917
Palladium,Edges,10,-3.4876707504839968,-3.4876707504839968
Palladium,Edges,11,-3.458448634336402,-3.458448634336402
Palladium,Edges,12,-3.4292265181888073,-3.4292265181888073
Palladium,Edges,13,-3.4000044020412123,-3.4000044020412123
Palladium,Edges,14,-3.3707822858936174,-3.3707822858936174
Palladium,Edges,15,-3.341560169746023,-3.341560169746023
Palladium,Edges,16,-3.312338053598428,-3.312338053598428
Palladium,Edges,17,-3.283115937450833,-3.283115937450833
Palladium,Edges,18,-3.2538938213032385,-3.2538938213032385
Palladium,Edges,19,-3.2246717051556435,-3.2246717051556435
Palladium,Edges,20,-3.1954495890080485,-3.1954495890080485
Palladium,Edges,21,-3.166227472860454,-3.166227472860454
Palladium,Edges,22,-3.137005356712859,-3.137005356712859
Palladium,Edges,23,-3.107783240565264,-3.107783240565264
Palladium,Edges,24,-3.078561124417669,-3.078561124417669
Palladium,Edges,25,-3.049339008270074,-3.049339008270074
Palladium,Edges,26,-3.0201168921224797,-3.0201168921224797
Palladium,Edges,27,-2.9908947759748847,-2.9908947759748847
Palladium,Edges,28,-2.9616726598272898,-2.9616726598272898
Palladium,Edges,29,-2.9324505436796953,-2.9324505436796953
Palladium,Edges,30,-2.9032284275321003,-2.9032284275321003
Palladium,Edges,31,-2.8740063113845054,-2.8740063113845054
Palladium,Edges,32,-2.844784195236911,-2.844784195236911
Palladium,Edges,33,-2.815562079089316,-2.815562079089316
Palladium,Edges,34,-2.786339962941721,-2.786339962941721
Palladium,Edges,35,-2.7571178467941264,-2.7571178467941264
Palladium,Edges,36,-2.7278957306465315,-2.7278957306465315
Palladium,Edges,37,-2.6986736144989365,-2.6986736144989365
Palladium,Edges,38,-2.669451498351342,-2.669451498351342
Palladium,Edges,39,-2.640229382203747,-2.640229382203747
Platinum,Values,0,17.0,1.0
Platinum,Values,1,2.0,0.0
Platinum,Values,2,4.0,2.0
Platinum,Values,3,3.0,3.0
Platinum,Values,4,1.0,2.0
Platinum,Values,5,2.0,2.0
Platinum,Values,6,2.0,5.0
Platinum,Values,7,2.0,2.0
Platinum,Values,8,0.0,8.0
Platinum,Values,9,13.0,4.0
Platinum,Values,10,1.0,10.0
Platinum,Values,11,7.0,16.0
Platinum,Values,12,4.0,13.0
Platinum,Values,13,3.0,16.0
Platinum,Values,14,18.0,24.0
Platinum,Values,15,13.0,20.0
Platinum,Values,16,14.0,25.0
Platinum,Values,17,22.0,28.0
Platinum,Values,18,26.0,39.0
Platinum,Values,19,31.0,38.0
Platinum,Values,20,57.0,43.0
Platinum,Values,21,39.0,35.0
Platinum,Values,22,41.0,44.0
Platinum,Values,23,44.0,30.0
Platinum,Values,24,48.0,39.0
Platinum,Values,25,29.0,41.0
Platinum,Values,26,35.0,38.0
Platinum,Values,27,62.0,23.0
Platinum,Values,28,38.0,29.0
Platinum,Values,29,31.0,31.0
Platinum,Values,30,41.0,22.0
Platinum,Values,31,24.0,20.0
Platinum,Values,32,19.0,13.0
Platinum,Values,33,5.0,11.0
Platinum,Values,34,11.0,9.0
